,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content
1862,130,18,0.06644172096390527,0.011363636363636364,96.88888888888889,27,0,3,31,58.4,13.9
1863,61,12,0.0699837332622621,0.01284796573875803,116.0,10,0,0,18,47.7,19.89
1864,103,13,0.06305647708536125,0.007042253521126761,141.2,17,1,1,34,48.9,18.48
1865,102,9,0.0643474122305145,0.006359300476947536,104.0,17,0,3,31,69.4,13.07
1866,50,7,0.07129041171594365,0.030303030303030304,65.2,8,0,0,16,64.7,12.8
1867,97,13,0.07484330397505053,0.012738853503184714,68.88888888888889,22,0,2,20,58.5,14.32
1868,58,9,0.0665085446694642,0.027093596059113302,100.75,10,0,0,17,54.35,13.39
1869,69,8,0.06833246443732775,0.015086206896551725,57.125,18,0,3,21,64.8,11.5
1870,104,13,0.06559677610525069,0.006153846153846154,80.375,18,0,0,29,71.5,12.11
1871,85,12,0.06600260149243513,0.0166358595194085,134.5,8,0,0,21,53.4,16.99
1872,58,7,0.06530251357837563,0.018518518518518517,93.75,8,0,0,20,66.05,13.39
1873,95,13,0.06394081969715897,0.013677811550151976,93.14285714285714,17,1,2,24,61.1,11.33
1874,65,6,0.06558247953596791,0.0069767441860465115,106.75,11,0,0,15,64.25,15.75
1875,99,13,0.06807199383710341,0.015267175572519083,81.0,20,0,2,30,60.6,13.32
1876,115,10,0.0641236482717671,0.012064343163538873,92.375,24,0,5,26,64.15,11.78
1877,78,9,0.06592085315489571,0.007722007722007722,102.8,9,0,1,19,59.1,13.42
1878,88,8,0.062150152922846105,0.01073345259391771,79.0,20,0,3,36,73.8,9.59
1879,67,5,0.0751780718869743,0.01694915254237288,68.0,8,0,0,20,75.2,8.66
1880,133,22,0.06328544284809494,0.008724100327153763,130.14285714285714,22,1,3,49,49.85,16.32
1881,60,5,0.06697399912967798,0.010416666666666666,127.33333333333333,16,0,4,20,50.55,18.67
1882,68,7,0.06414789069990413,0.011160714285714286,88.8,10,0,0,17,61.1,13.09
1883,78,8,0.06927433730090277,0.017045454545454544,131.25,10,1,1,25,43.5,17.54
1884,54,10,0.06848077754878762,0.012594458438287154,78.6,11,0,0,20,52.2,13.21
1885,97,6,0.06990325835361147,0.022375215146299483,115.4,14,0,0,25,72.85,13.12
1886,161,24,0.06150073142018387,0.006375227686703097,136.375,33,0,0,44,45.85,17.4
1887,88,12,0.07244938243753876,0.006711409395973154,148.25,12,0,2,24,46.85,18.35
1888,107,7,0.06745946852912185,0.005788712011577424,61.90909090909091,22,0,3,37,74.5,10.37
1889,100,8,0.0658875160495906,0.01620745542949757,67.66666666666667,23,0,2,25,81.15,10.44
1890,73,11,0.07051713622646592,0.015904572564612324,99.8,12,0,2,24,56.4,13.9
1891,53,2,0.06759404388714733,0.015625,106.0,11,0,0,12,74.55,11.61
1892,54,5,0.06486164259754244,0.015479876160990712,107.0,12,0,0,16,68.4,14.61
1893,82,6,0.06789203124757334,0.011811023622047244,100.8,14,0,2,22,75.85,11.44
1894,68,6,0.07481975388952133,0.011627906976744186,85.2,12,0,1,22,66.95,11.32
1895,60,10,0.06485744056076538,0.006521739130434782,152.66666666666666,9,0,0,18,37.15,16.67
1896,57,7,0.06482058472243857,0.015267175572519083,55.285714285714285,12,1,2,25,49.05,13.06
1897,52,5,0.07240891344006273,0.0029154518950437317,113.66666666666667,8,0,0,18,63.25,12.3
1898,58,8,0.06512974976830398,0.021634615384615384,58.57142857142857,11,0,2,19,51.4,14.3
1899,81,7,0.06538991074052874,0.011787819253438114,84.0,14,0,4,27,72.9,9.35
1900,88,13,0.06417819308358964,0.006688963210702341,84.57142857142857,19,1,2,19,60.0,13.61
1901,61,4,0.07134014237078305,0.022222222222222223,50.57142857142857,11,0,0,20,76.2,8.01
1902,85,8,0.06522394318211601,0.018083182640144666,91.33333333333333,19,0,2,26,66.35,10.39
1903,85,8,0.06522394318211601,0.018083182640144666,91.33333333333333,19,0,3,26,66.35,10.39
1904,52,8,0.06643874643874643,0.027692307692307693,64.2,8,0,1,17,63.25,13.84
1905,55,3,0.0698228948329904,0.01238390092879257,80.0,8,0,0,14,72.6,9.16
1906,89,9,0.06412037477559773,0.0071174377224199285,55.3,19,0,0,31,70.65,11.15
1907,71,4,0.06487503093293738,0.017777777777777778,63.42857142857143,17,0,0,24,66.35,11.88
1908,67,6,0.06703542903434045,0.01256281407035176,56.0,14,0,1,21,78.85,9.54
1909,70,8,0.06353872803761446,0.011111111111111112,111.75,9,0,1,20,57.25,15.61
1910,62,12,0.0665075683730519,0.01182033096926714,105.0,9,0,0,15,53.35,17.17
1911,134,18,0.06600438397817385,0.012542759407069556,66.46153846153847,27,1,1,43,63.5,13.14
1912,65,4,0.06162907268170424,0.0175,56.285714285714285,16,0,1,21,77.1,8.03
1913,122,15,0.06255310299753426,0.0097442143727162,116.42857142857143,28,1,5,44,57.3,15.48
1914,56,9,0.06238490905007859,0.01912568306010929,366.0,10,0,0,13,24.55,30.26
1915,75,11,0.06742708951451615,0.01338432122370937,130.0,13,1,1,26,50.05,14.99
1916,106,18,0.0650845483750368,0.015424164524421594,85.44444444444444,28,2,5,40,41.8,16.78
1917,90,11,0.06728205128205128,0.0064,103.33333333333333,16,0,0,25,50.85,15.64
1918,51,5,0.07464321039988694,0.011869436201780416,111.66666666666667,7,0,0,16,51.85,16.21
1919,58,9,0.06397335064548057,0.0069124423963133645,107.75,11,0,1,20,48.5,14.08
1920,120,11,0.06587825730814519,0.014360313315926894,75.7,24,0,4,41,63.45,11.84
1921,56,16,0.06022876809393663,0.011235955056179775,147.66666666666666,13,0,1,18,26.75,21.77
1922,59,4,0.063754427390791,0.016483516483516484,120.66666666666667,9,0,1,18,60.85,13.98
1923,104,8,0.07146316376936596,0.009104704097116844,93.28571428571429,21,0,2,25,71.5,10.58
1924,57,5,0.06510527059488486,0.02373887240356083,66.6,7,0,0,17,75.0,11.58
1925,57,5,0.0692966835608724,0.01928374655647383,71.8,9,1,1,15,63.3,11.58
1926,62,7,0.06995743118423921,0.007177033492822967,68.83333333333333,15,0,0,17,70.25,10.57
1927,63,8,0.06718087068806493,0.009592326139088728,51.25,10,0,0,19,66.8,12.05
1928,74,13,0.06853707414829659,0.004,124.25,12,0,1,20,50.35,16.05
1929,57,3,0.0738410652481544,0.02040816326530612,113.66666666666667,9,0,1,23,61.55,11.81
1930,61,6,0.07075107452465941,0.018867924528301886,123.0,12,0,0,14,66.1,13.37
1931,50,6,0.059858547524581675,0.026392961876832845,170.0,12,0,0,15,55.55,15.6
1932,61,6,0.06590547767018357,0.00980392156862745,135.33333333333334,10,0,0,15,60.25,14.68
1933,75,10,0.07138105114859312,0.009881422924901186,125.75,9,0,0,23,55.9,15.52
1934,93,11,0.06452578234996884,0.009389671361502348,105.66666666666667,17,0,1,24,59.2,13.51
1935,95,10,0.06795852567134802,0.011532125205930808,100.33333333333333,19,0,2,22,64.75,13.06
1936,52,8,0.06402162652162655,0.019886363636363636,87.25,15,1,1,16,57.7,13.86
1937,73,6,0.06782353892551686,0.013071895424836602,50.111111111111114,14,0,0,32,72.45,8.72
1938,57,9,0.06466104396719127,0.016129032258064516,185.5,7,0,0,16,40.35,21.22
1939,57,12,0.06806710313156872,0.015503875968992248,128.33333333333334,8,0,0,15,49.85,18.13
1940,51,7,0.06287975130705101,0.008902077151335312,66.6,9,0,0,13,70.35,9.57
1941,99,8,0.06733385205655872,0.009819967266775777,60.2,19,0,1,28,75.4,8.44
1942,75,8,0.06896192384769541,0.014,99.2,14,0,0,27,59.7,12.93
1943,51,5,0.06787383177570092,0.03115264797507788,63.4,9,0,0,21,61.9,12.18
1944,71,2,0.06867645729194921,0.005076142131979695,97.75,15,0,0,21,80.3,10.5
1945,93,8,0.06861990607483713,0.008695652173913044,81.28571428571429,19,0,0,20,73.1,10.05
1946,59,7,0.0716820121266562,0.01912568306010929,90.75,7,0,0,16,59.9,12.7
1947,91,10,0.06788768463895369,0.008445945945945946,64.88888888888889,17,0,2,24,70.45,9.31
1948,83,7,0.06750782375440861,0.026422764227642278,97.6,13,0,1,15,69.8,12.42
1949,114,26,0.0635314952658126,0.012285012285012284,115.42857142857143,21,1,1,35,46.7,16.34
1950,66,6,0.06968585747463635,0.012345679012345678,66.66666666666667,11,0,1,23,67.35,11.95
1951,56,5,0.07238641015145313,0.03142857142857143,69.2,8,0,0,17,66.55,10.6
1952,85,7,0.06977896719199127,0.018796992481203006,75.14285714285714,17,0,0,26,66.35,12.27
1953,130,8,0.06492241068206422,0.003676470588235294,80.7,18,0,0,46,61.7,12.58
1954,64,6,0.06554037862449076,0.009324009324009324,85.0,13,0,3,21,61.9,13.87
1955,77,6,0.06428129146395399,0.018907563025210083,67.14285714285714,13,0,0,23,75.4,10.63
1956,57,5,0.07117366172405126,0.011560693641618497,85.75,9,1,1,13,72.1,9.93
1957,71,8,0.06198293858405711,0.010351966873706004,120.25,18,1,4,13,56.85,15.11
1958,73,9,0.06928274428274431,0.02079002079002079,79.33333333333333,13,0,0,20,64.3,11.28
1959,60,6,0.07057810342706383,0.015665796344647518,127.0,8,0,0,19,60.55,15.33
1960,71,4,0.06890360854632233,0.01650943396226415,69.83333333333333,15,0,1,18,80.45,8.1
1961,52,7,0.07376115727916283,0.027700831024930747,89.5,11,0,2,17,55.85,12.89
1962,99,10,0.0670497516858703,0.01726844583987441,90.14285714285714,23,0,4,34,72.3,11.7
1963,60,7,0.0698105790727956,0.017326732673267328,80.0,12,0,1,22,62.7,13.47
1964,64,7,0.06410256410256411,0.013986013986013986,70.66666666666667,13,0,0,18,61.9,12.62
1965,66,11,0.07323723763345098,0.01405152224824356,84.6,9,0,0,20,61.5,12.55
1966,57,8,0.06312454301730441,0.02406417112299465,186.5,9,0,0,18,52.05,19.12
1967,69,5,0.07478245207191185,0.0071090047393364926,83.6,11,0,0,18,72.6,9.58
1968,104,18,0.06706734473724763,0.008321775312066574,119.33333333333333,17,0,0,28,45.7,16.92
1969,92,12,0.07288612127002957,0.014900662251655629,150.25,16,0,0,22,45.85,15.29
1970,73,9,0.06547224588974092,0.011904761904761904,125.25,13,0,0,16,56.4,13.9
1971,74,7,0.06704572376214168,0.01279317697228145,93.0,8,0,0,22,71.6,11.87
1972,75,9,0.0701654165217823,0.012195121951219513,122.25,10,0,1,23,49.7,18.53
1973,64,9,0.06964427775883623,0.016666666666666666,104.0,10,1,1,15,59.25,15.4
1974,62,8,0.06436865908813102,0.009876543209876543,134.33333333333334,10,0,1,14,59.85,14.73
1975,122,10,0.06863382157123836,0.010652463382157125,106.42857142857143,21,0,0,32,69.0,13.52
1976,56,6,0.06742435646545236,0.021917808219178082,90.5,9,0,0,16,66.55,14.17
1977,117,14,0.06566757398465554,0.003952569169960474,83.44444444444444,21,0,1,30,67.55,11.7
1978,54,6,0.06460165332806375,0.014326647564469915,86.5,9,0,0,15,67.05,12.81
1979,88,11,0.06420081980399349,0.007168458781362007,92.16666666666667,14,0,2,25,71.7,12.7
1980,85,10,0.0650231020876193,0.011725293132328308,98.66666666666667,13,0,0,25,48.8,16.97
1981,56,8,0.06524573353841648,0.008108108108108109,91.75,8,0,0,15,54.85,14.17
1982,79,12,0.06489000442935183,0.009596928982725527,103.4,12,1,1,22,54.9,14.5
1983,54,5,0.06756385608349354,0.021148036253776436,65.4,9,0,0,18,75.6,8.76
1984,220,21,0.0626422630078102,0.003427004797806717,84.88235294117646,52,1,10,73,60.9,12.25
1985,88,5,0.06733360823756505,0.010362694300518135,115.0,21,1,2,23,57.1,12.95
1986,109,13,0.06371614600853684,0.006830601092896175,103.71428571428571,16,0,0,27,59.1,13.58
1987,81,14,0.0634221279995084,0.008756567425569177,142.0,11,0,0,25,36.0,21.17
1988,139,17,0.06640207998379231,0.0056947608200455585,124.57142857142857,19,0,0,42,54.8,15.44
1989,101,18,0.07007896736855368,0.005698005698005698,77.11111111111111,19,0,1,36,57.65,13.98
1990,108,5,0.07374339066996857,0.005970149253731343,94.85714285714286,13,0,0,34,71.0,8.75
1991,56,8,0.0630354609929078,0.018617021276595744,187.5,14,0,3,15,36.5,21.17
1992,80,7,0.06781489213639526,0.020833333333333332,59.125,22,0,8,23,70.6,12.9
1993,58,7,0.06621985867268886,0.005390835579514825,73.4,12,0,1,17,66.05,10.63
1994,52,6,0.06730110793110108,0.011834319526627219,112.0,8,0,1,14,57.4,13.07
1995,56,3,0.06503539550630964,0.024930747922437674,71.4,10,0,0,18,63.5,10.19
1996,70,7,0.07090686812325633,0.0091324200913242,72.16666666666667,15,0,1,15,74.7,11.54
1997,111,12,0.06736906718258917,0.012534818941504178,88.875,20,0,0,36,66.65,13.49
1998,73,8,0.06215090409921424,0.007936507936507936,100.0,13,0,2,21,54.25,13.51
1999,66,8,0.06784305388231404,0.014563106796116505,81.6,8,0,0,18,73.2,10.73
2000,57,8,0.06903339575957239,0.010443864229765013,75.8,11,0,0,16,60.4,13.44
2001,54,3,0.07124773960216998,0.022151898734177215,78.25,8,0,0,15,78.75,9.1
2002,94,5,0.07091240271568142,0.016363636363636365,109.2,15,0,0,24,73.45,12.2
2003,59,8,0.06776836373813704,0.015113350125944584,131.66666666666666,9,0,1,14,55.0,16.02
2004,86,15,0.06889343173602207,0.010186757215619695,97.33333333333333,17,0,0,18,54.55,15.95
2005,63,7,0.07075046603212226,0.01240694789081886,100.0,17,0,3,14,65.25,12.02
2006,112,12,0.07496997347828045,0.008583690987124463,99.0,17,0,0,26,64.55,12.83
2007,64,2,0.07583105264000255,0.01694915254237288,70.0,11,1,1,14,85.3,7.0
2008,50,5,0.05969935283034323,0.01597444089456869,51.333333333333336,13,0,1,14,78.1,8.92
2009,55,10,0.07150794607114644,0.023255813953488372,128.33333333333334,9,0,0,15,50.55,16.05
2010,54,9,0.06390487149980821,0.020202020202020204,78.4,12,0,0,13,43.65,16.51
2011,63,9,0.06234288587229763,0.01809954751131222,146.66666666666666,14,0,2,19,53.7,16.02
2012,59,9,0.06654652426258183,0.015424164524421594,129.0,10,0,0,19,55.0,15.34
2013,68,8,0.07016128208532937,0.009029345372460496,87.8,13,0,1,16,57.7,13.86
2014,76,9,0.06680570891097203,0.00808080808080808,81.66666666666667,13,0,1,19,73.7,12.97
2015,57,2,0.0656884429339519,0.023952095808383235,110.66666666666667,9,0,0,22,67.4,11.81
2016,67,8,0.06862774082286277,0.008869179600886918,89.4,13,0,1,18,61.3,15.51
2017,50,3,0.0696060467246908,0.013513513513513514,73.25,8,0,0,11,85.6,9.8
2018,58,16,0.05744078546601211,0.03171247357293869,236.0,20,0,3,19,23.3,23.34
2019,94,8,0.06949900914369155,0.015306122448979591,97.16666666666667,16,0,1,23,70.7,10.96
2020,64,8,0.06310604711886535,0.021897810218978103,57.857142857142854,14,0,1,18,69.85,10.53
2021,80,9,0.06564257326143243,0.006085192697768763,97.8,16,0,0,18,70.4,11.4
2022,147,16,0.0660159525294004,0.008290155440414507,106.33333333333333,21,1,3,42,58.4,15.23
2023,56,9,0.06636676440267233,0.007751937984496124,96.0,8,0,2,18,54.85,17.03
2024,77,5,0.06816420772512033,0.009881422924901186,100.4,14,0,0,14,65.15,11.35
2025,111,13,0.0675362783980193,0.012430939226519336,144.0,16,0,0,27,52.5,17.53
2026,95,6,0.06731101348280565,0.01391304347826087,81.28571428571429,17,0,1,27,72.8,12.18
2027,64,6,0.06928406466512703,0.009216589861751152,86.0,13,0,3,22,61.9,11.37
2028,59,8,0.062327984628966084,0.01272264631043257,55.285714285714285,12,0,0,17,70.75,12.06
2029,75,9,0.061905569965980616,0.01606425702811245,82.16666666666667,15,0,3,17,65.55,14.0
2030,106,15,0.06344803543753151,0.005502063273727648,120.33333333333333,23,0,2,25,53.5,17.91
2031,104,9,0.06802089733031813,0.016224188790560472,83.875,18,0,2,34,59.8,12.88
2032,103,9,0.06877270428105028,0.010606060606060607,109.16666666666667,19,0,2,26,63.35,12.71
2033,55,8,0.0667440420922315,0.019444444444444445,179.5,7,0,0,10,53.05,20.45
2034,57,5,0.06838770487511127,0.02359882005899705,67.0,9,0,0,14,80.85,9.47
2035,83,19,0.06211625370110643,0.011272141706924315,102.66666666666667,18,0,2,30,40.55,19.17
2036,88,16,0.063819615014552,0.013816925734024179,95.66666666666667,16,0,1,24,51.45,17.07
2037,84,15,0.06851956031175135,0.012433392539964476,140.0,11,0,0,20,53.7,16.97
2038,50,6,0.06397327487211608,0.00967741935483871,61.2,9,0,1,21,70.55,12.0
2039,57,6,0.05960295475530933,0.0110803324099723,89.5,13,1,2,19,72.1,12.04
2040,54,6,0.0699786324786325,0.014204545454545454,87.25,10,0,0,19,61.2,11.33
2041,69,7,0.0712801398555266,0.01873536299765808,84.6,12,0,1,17,66.75,11.9
2042,172,25,0.06252895132920826,0.01117798796216681,76.53333333333333,36,2,7,57,62.4,12.83
2043,89,16,0.06261272174217343,0.01639344262295082,54.54545454545455,20,0,0,35,64.8,12.5
2044,66,10,0.06585831667777037,0.01263157894736842,94.2,11,0,0,21,49.8,14.37
2045,88,11,0.0719333914222093,0.003189792663476874,88.71428571428571,17,0,0,25,46.85,19.71
2046,88,9,0.0676990198789443,0.014010507880910683,94.33333333333333,13,0,0,23,65.85,11.79
2047,64,13,0.06836499957399673,0.010309278350515464,80.0,10,0,1,20,40.6,18.03
2048,148,11,0.06744530960326287,0.01,111.625,23,1,2,43,67.9,12.26
2049,70,7,0.06663710273466371,0.011086474501108648,74.16666666666667,16,2,1,17,63.05,12.71
2050,57,9,0.06307474992072415,0.0160857908847185,73.8,8,0,0,16,69.15,11.58
2051,61,11,0.06518092499400911,0.023310023310023312,142.33333333333334,10,0,0,23,54.4,17.3
2052,72,5,0.06203188728216537,0.015053763440860216,92.4,13,0,4,23,56.7,14.42
2053,61,6,0.06987918344674353,0.015789473684210527,62.5,13,0,0,17,70.35,11.29
2054,136,17,0.06735179078150165,0.007909604519774011,109.75,21,0,6,41,55.3,14.52
2055,86,5,0.06913755246115788,0.0223463687150838,133.5,16,0,1,27,59.05,14.65
2056,64,8,0.06544432220999878,0.019753086419753086,100.5,14,0,1,19,70.4,12.03
2057,71,5,0.06853907472249125,0.013824884792626729,86.0,9,0,0,19,66.35,11.31
2058,59,11,0.06137943053830904,0.011655011655011656,106.5,12,0,2,18,54.05,16.09
2059,60,7,0.06555246053853298,0.011111111111111112,59.166666666666664,10,0,0,13,76.4,11.33
2060,113,7,0.0694005633899292,0.01608187134502924,84.625,17,0,2,31,67.6,12.48
2061,57,3,0.07170431525436685,0.015432098765432098,80.25,8,0,0,15,77.95,11.33
2062,54,3,0.06977459387097942,0.021021021021021023,54.666666666666664,9,0,0,21,75.6,8.76
2063,56,12,0.061911746730228576,0.014814814814814815,80.2,9,0,0,13,57.65,15.19
2064,92,7,0.06354188759278898,0.01217391304347826,81.28571428571429,17,0,0,25,67.45,10.89
2065,87,8,0.06413911240621228,0.012433392539964476,93.0,17,0,2,29,60.2,12.24
2066,50,5,0.06581062741413508,0.012903225806451613,102.66666666666667,7,0,0,9,63.85,11.48
2067,89,8,0.06954644960379862,0.010526315789473684,70.375,23,0,2,27,67.85,10.92
2068,58,5,0.06657774264730099,0.017191977077363897,86.5,9,0,1,16,71.9,12.01
2069,60,5,0.06462546049938601,0.03142857142857143,49.142857142857146,11,0,4,19,76.4,8.67
2070,60,6,0.06625018816799638,0.0136986301369863,90.5,8,0,0,14,71.4,11.33
2071,92,5,0.06969092372851693,0.016822429906542057,66.0,20,1,1,20,80.85,8.96
2072,89,20,0.059544362073051,0.005813953488372093,113.83333333333333,17,0,1,29,36.6,16.79
2073,54,4,0.06958032184642414,0.022082018927444796,105.0,10,0,2,12,68.7,11.61
2074,65,3,0.06330165654047878,0.005089058524173028,64.66666666666667,13,0,1,15,75.95,10.21
2075,62,7,0.06896827299608406,0.015463917525773196,96.25,10,0,2,17,65.05,11.36
2076,75,10,0.06629955780068414,0.013618677042801557,102.0,14,0,0,19,53.85,16.67
2077,51,8,0.06527510757118007,0.015105740181268883,54.333333333333336,9,0,3,18,61.9,12.96
2078,58,5,0.06625468684904874,0.018421052631578946,94.25,8,0,0,16,60.2,13.39
2079,58,5,0.06571815718157184,0.013550135501355014,73.0,11,0,1,14,68.95,10.16
2080,70,9,0.0636880217238258,0.010224948875255624,80.66666666666667,14,0,2,21,57.15,10.39
2081,96,7,0.06562311860325108,0.008264462809917356,59.5,18,1,1,27,74.4,9.38
2082,75,14,0.06193270477571921,0.0057361376673040155,73.85714285714286,15,0,1,25,64.0,13.35
2083,50,9,0.06881822496440436,0.01744186046511628,114.0,5,0,1,14,52.15,14.68
2084,67,8,0.06663352665009666,0.011737089201877934,105.75,11,1,1,20,52.05,15.68
2085,55,8,0.062116991643454036,0.019444444444444445,71.2,13,0,0,16,66.75,13.52
2086,113,12,0.06882848130512526,0.0113314447592068,53.38461538461539,26,0,5,33,74.0,9.6
2087,50,4,0.06363152289669863,0.01597444089456869,61.8,6,0,0,14,64.7,13.6
2088,60,4,0.06493418189730202,0.018229166666666668,63.166666666666664,14,0,0,17,68.55,10.13
2089,53,3,0.06975238711765658,0.023952095808383235,82.75,11,0,0,17,57.0,13.12
2090,67,7,0.06905156347069787,0.02727272727272727,109.25,15,0,1,15,63.75,14.48
2091,54,8,0.06187480994222244,0.01977401129943503,176.5,12,0,0,13,59.4,18.21
2092,61,5,0.06906668461072606,0.010362694300518135,76.4,8,0,0,20,62.5,11.44
2093,88,7,0.0705244122965642,0.016245487364620937,60.666666666666664,17,0,0,30,70.75,10.28
2094,58,5,0.06420143695207964,0.017948717948717947,47.875,10,0,1,20,66.4,11.6
2095,90,11,0.06324873383696915,0.020168067226890758,73.5,14,0,0,28,67.65,10.94
2096,64,14,0.0658677354709419,0.02,166.0,14,0,4,21,19.3,23.43
2097,60,5,0.06852130325814533,0.0225,56.285714285714285,9,0,2,20,60.25,12.77
2098,82,10,0.06767568599900414,0.014760147601476014,89.5,18,0,0,26,61.0,10.36
2099,69,7,0.06409004941736317,0.0045045045045045045,110.25,9,0,0,17,63.25,14.46
2100,55,4,0.06572215663124754,0.0027472527472527475,90.25,10,0,0,17,60.9,12.79
2101,64,7,0.060987084081772294,0.018475750577367205,61.0,15,0,4,25,56.05,13.25
2102,130,9,0.06432508418804515,0.00954653937947494,63.53846153846154,23,0,1,40,68.75,11.49
2103,105,9,0.0685850491756881,0.005943536404160475,111.33333333333333,19,0,1,30,59.55,14.11
2104,55,6,0.07389354288679666,0.0182370820668693,109.0,9,0,1,13,64.75,14.64
2105,56,4,0.06492095315345649,0.011049723756906077,59.5,11,0,0,16,60.7,12.03
2106,56,7,0.06694499377426207,0.013513513513513514,45.375,12,0,1,17,65.4,10.15
2107,74,7,0.06643878673581645,0.019801980198019802,71.28571428571429,22,0,3,26,59.9,11.87
2108,54,6,0.06535980564630979,0.014450867052023121,68.4,11,0,1,17,67.05,12.07
2109,73,13,0.06411177644710578,0.015968063872255488,82.66666666666667,11,0,1,24,56.65,16.93
2110,92,9,0.06403844493683634,0.01694915254237288,97.5,15,0,1,26,62.15,13.88
2111,51,9,0.07006930106752456,0.011299435028248588,117.33333333333333,9,0,2,13,51.85,17.0
2112,69,7,0.06305967420039078,0.02968036529680365,145.33333333333334,17,1,2,26,52.0,14.37
2113,50,8,0.06579329976584383,0.027624309392265192,59.5,11,0,0,15,53.0,16.0
2114,107,15,0.06733025635322251,0.013605442176870748,146.2,15,0,1,30,47.45,16.78
2115,76,11,0.062009777294948394,0.022813688212927757,86.83333333333333,13,0,0,27,53.65,13.97
2116,59,3,0.06817780134323083,0.02168021680216802,60.666666666666664,11,0,0,22,71.6,10.67
2117,64,1,0.07624955436720145,0.013333333333333334,93.0,10,0,0,16,76.25,9.53
2118,53,2,0.06870058822520622,0.017543859649122806,67.6,11,0,0,17,55.85,12.12
2119,59,9,0.06302187629878717,0.017543859649122806,56.142857142857146,11,0,0,18,66.3,10.82
2120,67,9,0.06549325849551582,0.01126126126126126,62.57142857142857,10,0,0,20,52.05,15.08
2121,55,3,0.06384792170829338,0.027548209366391185,59.666666666666664,12,0,2,17,55.05,12.07
2122,52,6,0.0660258170832189,0.00906344410876133,109.66666666666667,7,0,0,14,63.25,12.3
2123,53,1,0.0712153741425355,0.014749262536873156,169.0,8,0,1,14,54.05,15.88
2124,96,10,0.06729163991267498,0.015025041736227046,84.71428571428571,16,0,3,24,70.4,11.82
2125,52,5,0.06309554468194696,0.0113314447592068,87.5,13,0,1,17,67.55,11.35
2126,92,15,0.0689164214605167,0.011686143572621035,99.0,17,0,1,27,59.4,13.51
2127,86,4,0.06672755334664345,0.007518796992481203,176.66666666666666,16,0,2,23,43.4,22.32
2128,118,13,0.06466851876782237,0.009888751545117428,100.25,23,0,5,37,57.8,13.54
2129,87,15,0.06352127679811297,0.012326656394453005,215.66666666666666,16,0,0,23,34.0,23.09
2130,73,5,0.07182851302836278,0.014613778705636743,95.0,13,0,0,21,54.25,15.16
2131,98,6,0.06443850118089793,0.011686143572621035,199.0,14,0,0,18,59.55,18.39
2132,139,18,0.06304095534088619,0.014256619144602852,88.45454545454545,44,1,12,33,57.3,14.44
2133,120,17,0.06627937023857336,0.00997506234413965,88.22222222222223,18,0,0,41,59.7,14.0
2134,64,4,0.06313168696588385,0.010362694300518135,47.375,18,0,1,18,83.15,11.14
2135,60,4,0.06779613942507987,0.021052631578947368,53.42857142857143,17,0,2,18,63.1,10.16
2136,76,6,0.06610337972166999,0.017857142857142856,71.14285714285714,14,0,0,20,62.0,13.5
2137,71,7,0.067282453070315,0.004454342984409799,89.0,11,0,0,16,66.35,12.44
2138,87,15,0.07126231862526619,0.0110062893081761,126.4,9,0,0,29,39.75,17.53
2139,50,5,0.06409483624673498,0.00949367088607595,78.25,8,0,0,11,68.05,13.8
2140,65,8,0.06287163438191333,0.01160092807424594,107.0,9,0,0,22,58.4,15.14
2141,65,11,0.06533794542359853,0.00641025641025641,155.0,11,1,0,15,30.5,21.62
2142,143,11,0.07050799393731974,0.0055248618784530384,112.25,25,0,1,38,60.15,12.92
2143,93,19,0.0572890089758497,0.010115606936416185,68.3,23,0,1,33,51.4,14.53
2144,138,16,0.06782322477389743,0.008968609865470852,73.33333333333333,35,1,4,37,60.85,14.26
2145,50,3,0.06552111064663044,0.023178807947019868,49.5,11,0,0,15,78.1,7.32
2146,52,5,0.0625287933995058,0.018469656992084433,189.0,12,0,1,15,37.0,17.32
2147,92,13,0.06456268329806587,0.0106544901065449,93.0,11,1,4,28,47.7,13.08
2148,64,11,0.06411284335560505,0.017777777777777778,89.2,16,0,3,17,58.7,13.28
2149,52,9,0.060443577869851314,0.01871657754010695,124.0,7,0,0,18,51.55,16.92
2150,60,6,0.06124163893650634,0.018912529550827423,105.0,12,0,2,22,53.85,16.0
2151,64,5,0.06610866264212435,0.017369727047146403,100.0,9,0,0,20,59.25,15.4
2152,93,4,0.06732607864270068,0.011904761904761904,72.625,17,0,3,34,59.2,13.08
2153,71,6,0.07177469455373783,0.011363636363636364,72.5,12,0,1,16,62.75,13.88
2154,66,10,0.05775741377115949,0.00823045267489712,161.33333333333334,15,0,1,19,35.15,20.32
2155,91,7,0.06155797101449275,0.010416666666666666,56.7,21,0,1,23,75.0,10.27
2156,60,5,0.0659872644710058,0.007653061224489796,97.25,11,0,1,16,65.55,12.67
2157,67,6,0.06978753873313333,0.01240694789081886,56.714285714285715,11,0,0,24,70.95,10.41
2158,55,4,0.07281982184295231,0.01366120218579235,121.33333333333333,8,0,0,13,50.55,15.32
2159,56,7,0.05695443645083933,0.016786570743405275,82.6,22,0,2,12,49.0,14.17
2160,50,4,0.06114241233597746,0.0182370820668693,81.5,12,0,0,22,64.25,13.87
